medicinalproduct,activesubstancename,rancount,activesubstancecount,source
ULTRAKON 300,IOPROMIDE,2.009,416,faers
ULTRAGRAF,IOPROMIDE,1.009,416,faers
IOPROMIDE 370,IOPROMIDE,1.009,416,faers
IOPROMIDE,IOPROMIDE,20.009,416,faers
VOLUVEN,HYDROXYETHYL STARCH 130/0.4,24.027,37,faers
"POLLENS - TREES, TREE MIX 5",ACER NEGUNDO POLLEN\ACER RUBRUM POLLEN\ACER SACCHARUM POLLEN\CARYA ILLINOINENSIS POLLEN\PLATANUS OCCIDENTALIS POLLEN\QUERCUS ALBA POLLEN\QUERCUS RUBRA POLLEN\QUERCUS VIRGINIANA POLLEN\SALIX NIGRA POLLEN,1.202,1,faers
IODOQUINOL,IODOQUINOL,3.01,3,faers
GSK1605786A,VERCIRNON SODIUM,1.016,5,faers
AMPHETAMINE (HALLUCINOGENIC) ALPHA-PPP,ALPHA-PYRROLIDINOPROPIOPHENONE,2.03,3,faers
ALPHA-PPP AMPHETAMINE (HALLUCINOGENIC),ALPHA-PYRROLIDINOPROPIOPHENONE,1.03,3,faers
OTOMIZE,DEXAMETHASONE\NEOMYCIN SULFATE,22.03,50,faers
COMPOUND NEOMYCIN SULFATE EYE DROPS,DEXAMETHASONE\NEOMYCIN SULFATE,1.03,50,faers
CHIBRO-CADRON,DEXAMETHASONE\NEOMYCIN SULFATE,5.03,50,faers
AMINOPYRINE,AMINOPYRINE,4.011,4,faers
AROTINOLOL,AROTINOLOL,9.01,11,faers
FLAX SEEDS,FLAX SEEDS,2.01,2,faers
SORAFENIB (SORAFENIB) (SORAFENIB),SORAFENIB,3.009,3489,faers
SORAFENIB (RAF KINASE INHIBITOR),SORAFENIB,41.009,3489,faers
SORAFENIB-200 MG,SORAFENIB,1.009,3489,faers
SORAFENIB,SORAFENIB,38.009,3489,faers
NEXAVAR FILM-COATED TABLETS 200MG,SORAFENIB,3.009,3489,faers
NEXAVAR,SORAFENIB,42.009,3489,faers
BLINDED SORAFENIB (RAF KINASE INHIBITOR),SORAFENIB,3.009,3489,faers
SWEET-EASE,SUCROSE,1.007,5,faers
SUCROSE,SUCROSE,4.007,5,faers
SUPRARENIN,EPINEPHRINE,11.011,4028,faers
PRIME ASTHMA RELIEF,EPINEPHRINE,1.011,4028,faers
PRIMATENE MIST,EPINEPHRINE,6.011,4028,faers
FASTJEKT,EPINEPHRINE,12.011,4028,faers
EYE DROPS EPINEPHRINE,EPINEPHRINE,1.011,4028,faers
EPIPEN JR,EPINEPHRINE,31.011,4028,faers
EPIPEN,EPINEPHRINE,35.011,4028,faers
EPINEPHRINE (UNKNOWN MANUFACTURER),EPINEPHRINE,2.011,4028,faers
EPINEPHRINE (UNKNOWN),EPINEPHRINE,1.011,4028,faers
EPINEPHRINE (NON-AZ PRODUCT),EPINEPHRINE,1.011,4028,faers
EPINEPHRINE INJECTION USP AUTO-INJECTOR 0.30 MG (EPINEPHRINE) INJECTION,EPINEPHRINE,1.011,4028,faers
"EPINEPHRINE INJECTION, USP (1071-25) 1 MG/ML",EPINEPHRINE,13.011,4028,faers
"EPINEPHRINE INJECTION, USP (1071-25)",EPINEPHRINE,7.011,4028,faers
EPINEPHRINE INJECTION,EPINEPHRINE,3.011,4028,faers
EPINEPHRINE HCL,EPINEPHRINE,4.011,4028,faers
EPINEPHRINE (EPINEPHRINE) INJECTION,EPINEPHRINE,2.011,4028,faers
EPINEPHRINE EPINEPHRINE,EPINEPHRINE,1.011,4028,faers
EPINEPHRINE 1:1000 PF INJ 1MG/ML HOME INTENSIVE CARE PHARMACY,EPINEPHRINE,2.011,4028,faers
EPINEPHRINE.,EPINEPHRINE,39.011,4028,faers
EPINEPHINE,EPINEPHRINE,1.011,4028,faers
EPINEPHERINE,EPINEPHRINE,1.011,4028,faers
EPI,EPINEPHRINE,4.011,4028,faers
BOSMIN,EPINEPHRINE,12.011,4028,faers
AVI Q,EPINEPHRINE,1.011,4028,faers
AUVI-Q,EPINEPHRINE,24.011,4028,faers
ANAPEN /00003901/,EPINEPHRINE,1.011,4028,faers
ANAPEN                             /00003901/,EPINEPHRINE,2.011,4028,faers
ALTELLUS,EPINEPHRINE,2.011,4028,faers
ALLERJECT,EPINEPHRINE,3.011,4028,faers
ADRENALINE (EPINEPHRINE),EPINEPHRINE,4.011,4028,faers
ADRENALINE 4/50,EPINEPHRINE,1.011,4028,faers
ADRENALINE /00003901/,EPINEPHRINE,6.011,4028,faers
ADRENALINE                         /00003901/,EPINEPHRINE,11.011,4028,faers
ADRENALINE,EPINEPHRINE,33.011,4028,faers
ADRENALIN,EPINEPHRINE,28.011,4028,faers
ADRENAL,EPINEPHRINE,15.011,4028,faers
ADRENACLICK,EPINEPHRINE,4.011,4028,faers
MENINGITEC,NEISSERIA MENINGITIDIS GROUP C CAPSULAR POLYSACCHARIDE ANTIGEN,1.062,1,faers
TRENTADIL,BAMIFYLLINE,1.011,4,faers
BAMIFYLLINE,BAMIFYLLINE,3.011,4,faers
SEVELAMER/SEVELAMER HYDROCHLORIDE,SEVELAMER,2.009,154,faers
SEVELAMER SALT NOT SPECIFIED,SEVELAMER,4.009,154,faers
SEVELAMER,SEVELAMER,39.009,154,faers
TERCIAN (NON AZ DRUG),CYAMEMAZINE,1.011,500,faers
TERCIAN /00759302/,CYAMEMAZINE,1.011,500,faers
TERCIAN                            /00759302/,CYAMEMAZINE,1.011,500,faers
TERCIAN /00759301/,CYAMEMAZINE,10.011,500,faers
TERCIAN                            /00759301/,CYAMEMAZINE,28.011,500,faers
TERCIAN,CYAMEMAZINE,43.011,500,faers
CYAMEMAZINE TARTRATE,CYAMEMAZINE,1.011,500,faers
CYAMEMAZINE/CYAMEMAZINE TARTRATE,CYAMEMAZINE,2.011,500,faers
CYAMEMAZINE,CYAMEMAZINE,26.011,500,faers
MLN8237,ALISERTIB,3.009,13,faers
ALISERTIB,ALISERTIB,3.009,13,faers
OAK MIXTURE,QUERCUS ALBA POLLEN\QUERCUS MACROCARPA POLLEN\QUERCUS MUEHLENBERGII POLLEN\QUERCUS PALUSTRIS POLLEN\QUERCUS RUBRA POLLEN\QUERCUS STELLATA POLLEN\QUERCUS VELUTINA POLLEN\QUERCUS VIRGINIANA POLLEN,2.194,2,faers
HYDROCODEINE,DIHYDROCODEINE PHOSPHATE,16.024,40,faers
DIHYDROCODEINE PHOSPHATE,DIHYDROCODEINE PHOSPHATE,15.024,40,faers
PURIXAN,MERCAPTOPURINE,14.014,2131,faers
PURINETHOL,MERCAPTOPURINE,38.014,2131,faers
"MERCAPTOPURINE TABLETS, USP",MERCAPTOPURINE,1.014,2131,faers
MERCAPTOPURINE (MERCATOPURINE),MERCAPTOPURINE,1.014,2131,faers
MERCAPTOPURINE (MERCAPTOPYRINE),MERCAPTOPURINE,2.014,2131,faers
MERCAPTOPURINE (MERCAPTOPURINE) (MERCAPTOPURINE),MERCAPTOPURINE,4.014,2131,faers
MERCAPTOPURINE/MERCAPTOPURINE ANHYDROUS,MERCAPTOPURINE,7.014,2131,faers
MERCAPTOPURINE (MERCAPTOPURINE),MERCAPTOPURINE,10.014,2131,faers
MERCAPTOPURINE (MANUFACTURER UNKNOWN) (MERCAPTOPURINE) (MERCAPTOPURINE)?,MERCAPTOPURINE,1.014,2131,faers
MERCAPTOPURINE (MANUFACTURER UNKNOWN) (MERCAPTOPURINE) (MERCAPTOPURINE),MERCAPTOPURINE,2.014,2131,faers
MERCAPTOPURINE (MANUFACTURER UNKNOWN),MERCAPTOPURINE,6.014,2131,faers
MERCAPTOPURINE DCI,MERCAPTOPURINE,1.014,2131,faers
MERCAPTOPURINE 50 MG MYLAN,MERCAPTOPURINE,1.014,2131,faers
MERCAPTOPURINE.,MERCAPTOPURINE,44.014,2131,faers
MERCAPTOPURIN,MERCAPTOPURINE,3.014,2131,faers
MERCAPTOPRINE (6MP),MERCAPTOPURINE,1.014,2131,faers
MERCAPTAPURINE,MERCAPTOPURINE,1.014,2131,faers
LEUKERIN,MERCAPTOPURINE,16.014,2131,faers
6-MP (NOT SPECIFIED),MERCAPTOPURINE,1.014,2131,faers
6-MP,MERCAPTOPURINE,40.014,2131,faers
6 MP,MERCAPTOPURINE,15.014,2131,faers
6MP,MERCAPTOPURINE,24.014,2131,faers
6-MERCAPTOPURINE MONOHYDRATE,MERCAPTOPURINE,23.014,2131,faers
(6-MERCAPTOPURINE MONOHYDRATE),MERCAPTOPURINE,1.014,2131,faers
6-MERCAPTOPURINE,MERCAPTOPURINE,37.014,2131,faers
6 MERCAPTOPURINE,MERCAPTOPURINE,13.014,2131,faers
STAGID (METFORMIN EMBONATE),METFORMIN PAMOATE,4.017,128,faers
STAGID,METFORMIN PAMOATE,38.017,128,faers
BUTALBITAL/APAP/CAFFEINE,ACETAMINOPHEN\BUTABARBITAL\CAFFEINE,2.035,3,faers
BUT/ACETAMINOPHEN/CAFF 50-300-40 CP ACTAVIS,ACETAMINOPHEN\BUTABARBITAL\CAFFEINE,1.035,3,faers
ZPACK ANTIBIOTIC,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
SETRON /00944301/,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
"CANBIOX, TABLETKI POWLEKANE",AZITHROMYCIN ANHYDROUS,1.022,4254,faers
AZYTHROMYCIN-RATIOPHARM 500 MG FILMTABLETTEN,AZITHROMYCIN ANHYDROUS,2.022,4254,faers
AZYTHROMYCIN,AZITHROMYCIN ANHYDROUS,4.022,4254,faers
AZOTEK (AZITHROMYCIN) 250MG SAFFRON,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
AZITHROMYCIN MEPHA,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
AZITHROMYCIN 200/5ML ELSA PHARMACY,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
AZITHROMYCIN,AZITHROMYCIN ANHYDROUS,43.022,4254,faers
AZIFINE 500 MG GLENMARK,AZITHROMYCIN ANHYDROUS,1.022,4254,faers
VINTAFOLIDE,VINTAFOLIDE,3.011,11,faers
EC145,VINTAFOLIDE,3.011,11,faers
ESOMEPRAZOLE STRONTIUM.,ESOMEPRAZOLE STRONTIUM,2.022,2,faers
TARGRETIN,BEXAROTENE,29.01,102,faers
BEXAROTENE UNKNOWN PRODUCT,BEXAROTENE,2.01,102,faers
BEXAROTENE CAPSULES,BEXAROTENE,1.01,102,faers
BEXAROTENE 75 MG,BEXAROTENE,3.01,102,faers
BEXAROTENE.,BEXAROTENE,8.01,102,faers
BEXAROTENE,BEXAROTENE,10.01,102,faers
"SODIUM ALGINATE/SODIUM BICARBONATE/ALGINIC ACID/MAGNESIUM TRISILICATE/ALUMINIUM HYDROXIDE GEL, DRIED",ALGINIC ACID\ALUMINUM HYDROXIDE\MAGNESIUM TRISILICATE\SODIUM ALGINATE\SODIUM BICARBONATE,1.088,2,faers
"GAVISCON?/00237601/ (SODIUM BICARBONATE, ALUMINIUM HYDROXIDE GEL, DRIED, ALGINIC ACID, SODIUM ALGINATE, MAGNESIUM TRISILICATE)",ALGINIC ACID\ALUMINUM HYDROXIDE\MAGNESIUM TRISILICATE\SODIUM ALGINATE\SODIUM BICARBONATE,1.088,2,faers
VOLUMEN,BARIUM SULFATE,2.014,43,faers
READI-CAT2 BERRY SMOOTHIE,BARIUM SULFATE,1.014,43,faers
READI-CAT2,BARIUM SULFATE,1.014,43,faers
READI-CAT,BARIUM SULFATE,4.014,43,faers
LIQUID POLIBAR PLUS,BARIUM SULFATE,1.014,43,faers
HDBARIUM,BARIUM SULFATE,1.014,43,faers
EZ PAQUE,BARIUM SULFATE,1.014,43,faers
E-Z-DISK,BARIUM SULFATE,1.014,43,faers
E-Z-CAT DRY,BARIUM SULFATE,1.014,43,faers
EPI-C,BARIUM SULFATE,1.014,43,faers
BARIUM SULPHATE,BARIUM SULFATE,3.014,43,faers
BARIUM SULFATE READI-CAT 2,BARIUM SULFATE,1.014,43,faers
BARIUM SULFATE,BARIUM SULFATE,13.014,43,faers
TRIAMCINOLONE HEXACETONIDE,TRIAMCINOLONE HEXACETONIDE,3.026,15,faers
LEDERSPAN,TRIAMCINOLONE HEXACETONIDE,4.026,15,faers
LEDERLON,TRIAMCINOLONE HEXACETONIDE,2.026,15,faers
ARISTOSPAN,TRIAMCINOLONE HEXACETONIDE,2.026,15,faers
CONCEPT DHA,ASCORBIC ACID\BIOTIN\CALCIUM PANTOTHENATE\CUPRIC SULFATE\CYANOCOBALAMIN\FERROUS FUMARATE\FOLIC ACID\IRON\MAGNESIUM SULFATE\NIACIN\OMEGA-3-ACID ETHYL ESTERS\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\THIAMINE MONONITRATE\ZINC SULFATE,3.225,4,faers
VITRASE,"HYALURONIDASE, OVINE",4.02,6,faers
LUVERIS,LUTROPIN ALFA,3.013,7,faers
SYNAGIS,PALIVIZUMAB,42.011,1658,faers
PALIVIZUMAB,PALIVIZUMAB,28.011,1658,faers
VITAMIN B NOS,VITAMIN B,33.009,1477,faers
VITAMIN  B,VITAMIN B,1.009,1477,faers
VITAMIN B,VITAMIN B,45.009,1477,faers
MILGAMMA,VITAMIN B,20.009,1477,faers
VILDAGLIPTINE AND METFORMIN,METFORMIN\VILDAGLIPTIN,3.022,7,faers
"METFORMIN, VILDAGLIPTIN",METFORMIN\VILDAGLIPTIN,3.022,7,faers
MULTI-VIT WITH FLUORIDE AND IRON,".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\CHOLECALCIFEROL\FERROUS SULFATE\NIACINAMIDE\PYRIDOXINE HYDROCHLORIDE\RIBOFLAVIN\SODIUM FLUORIDE\THIAMINE HYDROCHLORIDE\VITAMIN A PALMITATE",1.184,2,faers
TRIVITAMIN,ASCORBIC ACID\ERGOCALCIFEROL\RETINOL,1.036,1,faers
ZEMURON,ROCURONIUM BROMIDE,17.018,928,faers
ROCURONIUM (ROCURONIUM),ROCURONIUM BROMIDE,3.018,928,faers
ROCURONIUM (MANUFACTURER UNKNOWN) (ROCURONIUM) (ROCURONIUM),ROCURONIUM BROMIDE,7.018,928,faers
ROCURONIUMBROMID KABI 10 MG/ML (ROCURONIUM BROMIDE) (ROCURONIUM BROMIDE),ROCURONIUM BROMIDE,3.018,928,faers
ROCURONIUM BROMIDE (ROCURONIUM BROMIDE),ROCURONIUM BROMIDE,3.018,928,faers
ROCURONIUM BROMIDE INJECTION (ROCURONIUM BROMIDE) (ROCURONIUM BROMIDE),ROCURONIUM BROMIDE,1.018,928,faers
ROCURONIUM BROMIDE INJECTION,ROCURONIUM BROMIDE,6.018,928,faers
ROCURONIUM BROMIDE.,ROCURONIUM BROMIDE,37.018,928,faers
ROCURONIUM,ROCURONIUM BROMIDE,34.018,928,faers
ROCURONIO BROMURO,ROCURONIUM BROMIDE,1.018,928,faers
ESMERON (ROCURONIUM BROMIDE) (ROCURONIUM BROMIDE),ROCURONIUM BROMIDE,5.018,928,faers
ESMERON (MERCK),ROCURONIUM BROMIDE,1.018,928,faers
ESMERON 10 MG/ML,ROCURONIUM BROMIDE,1.018,928,faers
ESMERON,ROCURONIUM BROMIDE,39.018,928,faers
ESLAX INTRAVENOUS 50MG/5.0ML,ROCURONIUM BROMIDE,7.018,928,faers
ESLAX INTRAVENOUS 25MG/2.5ML,ROCURONIUM BROMIDE,15.018,928,faers
ESLAX,ROCURONIUM BROMIDE,29.018,928,faers
BROMETO DE ROCURONIO KABI (ROCURONIUM BROMIDE) (10 MILLIGRAM/MILLILITERS) (ROCURONIUM BROMIDE),ROCURONIUM BROMIDE,1.018,928,faers
TH-302,EVOFOSFAMIDE,8.012,45,faers
EVOFOSFAMIDE,EVOFOSFAMIDE,1.012,45,faers
SONIDEGIB,SONIDEGIB,1.009,20,faers
ODOMZO,SONIDEGIB,6.009,20,faers
TARCEVA,ERLOTINIB HYDROCHLORIDE,43.023,2558,faers
ERLOTLNLB HCL BLINDED (CODE NOT BROKEN),ERLOTINIB HYDROCHLORIDE,1.023,2558,faers
ERLOTINIB HYDROCHLORIDE BLINDED (CODE NOT BROKEN),ERLOTINIB HYDROCHLORIDE,1.023,2558,faers
ERLOTINIB HYDROCHLORIDE.,ERLOTINIB HYDROCHLORIDE,5.023,2558,faers
ERLOTINIB HYDROCHLORIDE,ERLOTINIB HYDROCHLORIDE,8.023,2558,faers
ERLOTINIB HCL BLINDED (CODE NOT BROKEN),ERLOTINIB HYDROCHLORIDE,1.023,2558,faers
ERLOTINIB HCL,ERLOTINIB HYDROCHLORIDE,7.023,2558,faers
ERLOTINIB (ERLOTINIB HYDROCHLORIDE) TABLET,ERLOTINIB HYDROCHLORIDE,2.023,2558,faers
PENTOBARBITAL (PENTOBARBITAL),PENTOBARBITAL,4.013,60,faers
PENTOBARBITAL.,PENTOBARBITAL,4.013,60,faers
PENTOBARBITAL,PENTOBARBITAL,19.013,60,faers
TOSITUMOMAB-IODINE 131,IODINE\TOSITUMOMAB,5.018,13,faers
PA,ASPIRIN\CAFFEINE\PROMETHAZINE\SALICYLAMIDE,7.042,7,faers
NORGESIC FORTE,ASPIRIN\CAFFEINE\ORPHENADRINE CITRATE,3.037,5,faers
NORGESIC,ASPIRIN\CAFFEINE\ORPHENADRINE CITRATE,2.037,5,faers
TRISEQUENS,ESTRADIOL\NORETHINDRONE ACETATE,2.031,577,faers
SUPREMA,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
MIMVEY LO,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
MIMVEY,ESTRADIOL\NORETHINDRONE ACETATE,14.031,577,faers
MENOAID COMBIPTACH,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
KLIOVANCE,ESTRADIOL\NORETHINDRONE ACETATE,7.031,577,faers
KLIOFEM,ESTRADIOL\NORETHINDRONE ACETATE,10.031,577,faers
EVOREL SEQUI,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRAMON CONTI,ESTRADIOL\NORETHINDRONE ACETATE,2.031,577,faers
ESTRAGEST,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL/NORETHISTERONE ACETATE,ESTRADIOL\NORETHINDRONE ACETATE,10.031,577,faers
"ESTRADIOL, NORETHISTERONE ACETATE",ESTRADIOL\NORETHINDRONE ACETATE,2.031,577,faers
ESTRADIOL/NORETHINDRONE ACETATE TRANSDERMAL SYSTEM,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL\NORETHINDRONE ACETATE,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL/NORETHINDRONE ACETATE,ESTRADIOL\NORETHINDRONE ACETATE,11.031,577,faers
ESTRADIOL / NORETHINDRONE ACETATE,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL NORETHINDRONE,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL/NORETHINDONE ACETATE ESTRADIOL (1.0 MG) AND NORETHINDRO BRECKINRIDEGE PHARMACEUTICALS INC.,ESTRADIOL\NORETHINDRONE ACETATE,1.031,577,faers
ESTRADIOL AND NORETHINDRONE ACETATE,ESTRADIOL\NORETHINDRONE ACETATE,10.031,577,faers
ESTALIS,ESTRADIOL\NORETHINDRONE ACETATE,2.031,577,faers
COMBIPATCH,ESTRADIOL\NORETHINDRONE ACETATE,30.031,577,faers
ACTIVELLE,ESTRADIOL\NORETHINDRONE ACETATE,15.031,577,faers
ACTIVELLA,ESTRADIOL\NORETHINDRONE ACETATE,26.031,577,faers
SIMBRINZA,BRIMONIDINE TARTRATE\BRINZOLAMIDE,35.033,184,faers
BRINZOLAMIDE/BRIMONIDINE TARTRATE,BRIMONIDINE TARTRATE\BRINZOLAMIDE,2.033,184,faers
BRIMONIDINE/BRINZOLAMIDE,BRIMONIDINE TARTRATE\BRINZOLAMIDE,1.033,184,faers
BRIMONIDINE/BINZOLAMIDE,BRIMONIDINE TARTRATE\BRINZOLAMIDE,1.033,184,faers
PIRFENIDONE 267 MG,PIRFENIDONE,1.011,4258,faers
PIRFENIDONE,PIRFENIDONE,34.011,4258,faers
PIRFENEX,PIRFENIDONE,1.011,4258,faers
PIRESPA(PIRFENIDONE),PIRFENIDONE,1.011,4258,faers
PIRESPA (PIRFENIDONE),PIRFENIDONE,8.011,4258,faers
PIRESPA (PIFENIDONE),PIRFENIDONE,1.011,4258,faers
PIRESPA,PIRFENIDONE,8.011,4258,faers
ESBRIET,PIRFENIDONE,40.011,4258,faers
LIQUIGEN,MEDIUM-CHAIN TRIGLYCERIDES,6.026,9,faers
PREDNISOLONE (PREDNISOLONE ACETATE),PREDNISOLONE ACETATE,5.02,698,faers
PREDNISOLONE ACETATE (WATSON LABORATORIES),PREDNISOLONE ACETATE,1.02,698,faers
PREDNISOLONE ACETATE SANDOZ,PREDNISOLONE ACETATE,1.02,698,faers
PREDNISOLONE ACETATE 1% UNKNOWN,PREDNISOLONE ACETATE,1.02,698,faers
"PREDNISOLONE ACETATE 1% SUS FALCON OPH - GENERIC FOR PRED FORTE 1% OP SUS ALCON LABORATORIES, INC .",PREDNISOLONE ACETATE,1.02,698,faers
PREDNISOLONE ACETATE 1 % ALLERGAN,PREDNISOLONE ACETATE,1.02,698,faers
"PREDNISOLONE ACETATE, 1.0%",PREDNISOLONE ACETATE,6.02,698,faers
PREDNISOLONE ACETATE 1%,PREDNISOLONE ACETATE,5.02,698,faers
PREDNISOLONE ACETATE.,PREDNISOLONE ACETATE,38.02,698,faers
PREDNIHEXAL,PREDNISOLONE ACETATE,10.02,698,faers
PRED MILD,PREDNISOLONE ACETATE,6.02,698,faers
PRED FORTE,PREDNISOLONE ACETATE,42.02,698,faers
PDN,PREDNISOLONE ACETATE,1.02,698,faers
OMNIPRED,PREDNISOLONE ACETATE,14.02,698,faers
METICORTELONE,PREDNISOLONE ACETATE,1.02,698,faers
"INFLANEFRAN FORTE, 10 MG/ML AUGENTROPFEN",PREDNISOLONE ACETATE,1.02,698,faers
INFLANEFRAN FORTE,PREDNISOLONE ACETATE,1.02,698,faers
ECONOPRED,PREDNISOLONE ACETATE,1.02,698,faers
DELTACORTILEN,PREDNISOLONE ACETATE,3.02,698,faers
PROSTATIN,ARCTOSTAPHYLOS UVA-URSI LEAF\URTICA DIOICA,6.042,6,faers
TOCTINO,ALITRETINOIN,4.012,5,faers
ALITRETINOIN,ALITRETINOIN,1.012,5,faers
MOSAPRIDE CITRATE TABLETS,MOSAPRIDE CITRATE,1.017,609,faers
MOSAPRIDE CITRATE,MOSAPRIDE CITRATE,37.017,609,faers
GASMOTIN (MOSAPRIDE CITRATE),MOSAPRIDE CITRATE,7.017,609,faers
GASMOTIN,MOSAPRIDE CITRATE,44.017,609,faers
"TERBUTALINE (TERBUTALINE) NEBULISER SOLUTION, 5MG/2ML",TERBUTALINE,2.011,244,faers
TERBUTALINE ARROW,TERBUTALINE,5.011,244,faers
TERBUTALINE,TERBUTALINE,42.011,244,faers
AUTOLOGOUS STEM CELL TRANSPLANTATION,AUTOLOGOUS STEM CELLS,2.021,10,faers
AUTOLOGOUS STEM CELLS,AUTOLOGOUS STEM CELLS,1.021,10,faers
AUTOLOGOUS STEM-CELL,AUTOLOGOUS STEM CELLS,5.021,10,faers
AUTOLOGOUS PERIPHERAL BLOOD STEM CELLS,AUTOLOGOUS STEM CELLS,1.021,10,faers
LAMIVUDINE\NEVIRAPINE\TENOFOVIR.,LAMIVUDINE\ NEVIRAPINE \TENOFOVIR,1.033,1,faers
VINDESINE,VINDESINE,26.009,134,faers
GENTIAN VIOLET,GENTIAN VIOLET,5.014,6,faers
ACIPIMOX,ACIPIMOX,1.008,1,faers
DELTYBA,DELAMANID,1.009,2,faers
DELAMANID,DELAMANID,1.009,2,faers
LEVAMISOLE HYDROCHLORIDE,LEVAMISOLE HYDROCHLORIDE,1.024,1,faers
EMBOLEX,DIHYDROERGOTAMINE MESYLATE\HEPARIN SODIUM\LIDOCAINE HYDROCHLORIDE,1.065,1,faers
NARTOGRASTIM,NARTOGRASTIM,2.012,2,faers
"DEXTROMETHORPHAN HYDROBROMIDE, PARACETAMOL",ACETAMINOPHEN\DEXTROMETHORPHAN HYDROBROMIDE,1.043,1,faers
TRAMETINIB TRAMETINIB 2MG/PINNACLE ONCOLOGY,TRAMETINIB,1.01,1121,faers
TRAMETINIB TABLET,TRAMETINIB,15.01,1121,faers
TRAMETINIB FILM-COATED TABLET,TRAMETINIB,1.01,1121,faers
TRAMETINIB,TRAMETINIB,41.01,1121,faers
GSK1120212,TRAMETINIB,9.01,1121,faers
BLINDED TRAMETINIB,TRAMETINIB,7.01,1121,faers
FEIBA VH,ANTI-INHIBITOR COAGULANT COMPLEX,1.032,501,faers
FEIBA NF,ANTI-INHIBITOR COAGULANT COMPLEX,28.032,501,faers
FEIBA,ANTI-INHIBITOR COAGULANT COMPLEX,35.032,501,faers
FACTOR VIII INHIBITOR BYPASSING FRACTION UNSPECIFIED,ANTI-INHIBITOR COAGULANT COMPLEX,2.032,501,faers
ROXATIDINE ACETATE HYDROCHLORIDE,ROXATIDINE ACETATE HYDROCHLORIDE,8.032,11,faers
TRICHLOROETHYLENE,TRICHLOROETHYLENE,2.017,2,faers
STAYVEER,BOSENTAN,6.008,2656,faers
BOSENTAN (UNKNOWN),BOSENTAN,3.008,2656,faers
TEVA-QUININE,QUININE,1.007,835,faers
QUININE SULPHATE (UNKNOWN),QUININE,4.007,835,faers
"QUININE SULFATE CAPSULES, USP 324 MG",QUININE,1.007,835,faers
QUININE (QUININE),QUININE,4.007,835,faers
QUININE                            /00046702/,QUININE,3.007,835,faers
(QUININE),QUININE,1.007,835,faers
QUININE,QUININE,43.007,835,faers
HYLAND^S,QUININE,1.007,835,faers
APO-QUININE,QUININE,5.007,835,faers
PLEGRIDY,PEGINTERFERON BETA-1A,35.021,887,faers
PEGINTERFERON BETA-1A.,PEGINTERFERON BETA-1A,1.021,887,faers
PEGINTERFERON BETA-1A,PEGINTERFERON BETA-1A,1.021,887,faers
BIIB017,PEGINTERFERON BETA-1A,24.021,887,faers
PRENATE RESTORE,".ALPHA.-TOCOPHEROL ACETATE, DL-\ASCORBIC ACID\BIOTIN\CALCIUM CARBONATE\CHOLECALCIFEROL\CYANOCOBALAMIN\DOCONEXENT\FERROUS FUMARATE\FOLIC ACID\LACTIC ACID\MAGNESIUM OXIDE\PYRIDOXINE HYDROCHLORIDE",1.193,1,faers
BRONKAID DUAL ACTION FORMULA,EPHEDRINE SULFATE\GUAIFENESIN,2.029,5,faers
BRONKAID,EPHEDRINE SULFATE\GUAIFENESIN,3.029,5,faers
HYDROCORTISONE CIPIONATE,HYDROCORTISONE CYPIONATE,1.024,1,faers
DOCK/SORREL MIXTURE,RUMEX ACETOSELLA POLLEN\RUMEX CRISPUS POLLEN,3.044,4,faers
MYONAL (MYO),EPERISONE HYDROCHLORIDE,1.023,121,faers
MYONAL (JAPAN),EPERISONE HYDROCHLORIDE,9.023,121,faers
MYONAL /00287502/,EPERISONE HYDROCHLORIDE,2.023,121,faers
MYONAL                             /00287502/,EPERISONE HYDROCHLORIDE,8.023,121,faers
MYONAL,EPERISONE HYDROCHLORIDE,31.023,121,faers
EXON,EPERISONE HYDROCHLORIDE,2.023,121,faers
EPERISONE HYDROCHLORIDE,EPERISONE HYDROCHLORIDE,16.023,121,faers
ATINES,EPERISONE HYDROCHLORIDE,1.023,121,faers
DELTA-9-CARBOXY-TETRAHYDROCANNABINOL,DELTA(9)-TETRAHYDROCANNABINOLIC ACID,1.036,1,faers
MAXAQUIN,LOMEFLOXACIN HYDROCHLORIDE,2.026,5,faers
LOMEFLOXACIN HYDROCHLORIDE,LOMEFLOXACIN HYDROCHLORIDE,1.026,5,faers
